title,release_year,runtime,genre,rating,gross(M)
Sleuth,1972,138 min,Mystery,8,4.08
Sleuth,1972,138 min,Thriller,8,4.08
"Quo Vadis, Aida?",2020,101 min,Drama,8,0
"Quo Vadis, Aida?",2020,101 min,History,8,0
"Quo Vadis, Aida?",2020,101 min,War,8,0
Ivan's Childhood,1962,95 min,Drama,8,0
Ivan's Childhood,1962,95 min,War,8,0
La strada,1954,108 min,Drama,8,0
Departures,2008,130 min,Drama,8,1.5
The Wild Pear Tree,2018,188 min,Drama,8,0.03
"Goodbye, Children",1987,104 min,Drama,8,4.54
"Goodbye, Children",1987,104 min,War,8,4.54
The Exterminating Angel,1962,95 min,Drama,8,0
The Exterminating Angel,1962,95 min,Fantasy,8,0
Kind Hearts and Coronets,1949,106 min,Comedy,8,0
Kind Hearts and Coronets,1949,106 min,Crime,8,0
Central Station,1998,110 min,Drama,8,5.6
"Spring, Summer, Fall, Winter... and Spring",2003,103 min,Drama,8,2.38
"Spring, Summer, Fall, Winter... and Spring",2003,103 min,Romance,8,2.38
Sanjuro,1962,96 min,Action,8,0
Sanjuro,1962,96 min,Drama,8,0
Sanjuro,1962,96 min,Thriller,8,0
Haider,2014,160 min,Action,8,0.9
Haider,2014,160 min,Crime,8,0.9
Haider,2014,160 min,Drama,8,0.9
The Shop Around the Corner,1940,99 min,Comedy,8,0.2
The Shop Around the Corner,1940,99 min,Drama,8,0.2
The Shop Around the Corner,1940,99 min,Romance,8,0.2
Elite Squad 2: The Enemy Within,2010,115 min,Action,8,0.1
Elite Squad 2: The Enemy Within,2010,115 min,Crime,8,0.1
Elite Squad 2: The Enemy Within,2010,115 min,Drama,8,0.1
M.S. Dhoni: The Untold Story,2016,184 min,Biography,8,1.78
M.S. Dhoni: The Untold Story,2016,184 min,Drama,8,1.78
M.S. Dhoni: The Untold Story,2016,184 min,Sport,8,1.78
Tae Guk Gi: The Brotherhood of War,2004,140 min,Action,8,1.11
Tae Guk Gi: The Brotherhood of War,2004,140 min,Drama,8,1.11
Tae Guk Gi: The Brotherhood of War,2004,140 min,War,8,1.11
"Rome, Open City",1945,103 min,Drama,8,0
"Rome, Open City",1945,103 min,Thriller,8,0
"Rome, Open City",1945,103 min,War,8,0
G.O.R.A.,2004,127 min,Adventure,8,0
G.O.R.A.,2004,127 min,Comedy,8,0
G.O.R.A.,2004,127 min,Sci-Fi,8,0
Winter Light,1963,81 min,Drama,8,0
Andaz Apna Apna,1994,160 min,Action,8,0
Andaz Apna Apna,1994,160 min,Comedy,8,0
Andaz Apna Apna,1994,160 min,Romance,8,0
"Carry On, Munna Bhai",2006,144 min,Comedy,8,2.22
"Carry On, Munna Bhai",2006,144 min,Drama,8,2.22
"Carry On, Munna Bhai",2006,144 min,Romance,8,2.22
Special 26,2013,144 min,Crime,8,1.08
Special 26,2013,144 min,Drama,8,1.08
Special 26,2013,144 min,Thriller,8,1.08
The Breath,2009,128 min,Action,8,0
The Breath,2009,128 min,Drama,8,0
The Breath,2009,128 min,Thriller,8,0
Vizontele,2001,110 min,Comedy,8,0
Vizontele,2001,110 min,Drama,8,0
John Wick: Chapter 4,2023,169 min,Action,7.9,0
John Wick: Chapter 4,2023,169 min,Crime,7.9,0
John Wick: Chapter 4,2023,169 min,Thriller,7.9,0
Titanic,1997,194 min,Drama,7.9,659.33
Titanic,1997,194 min,Romance,7.9,659.33
Avatar,2009,162 min,Action,7.9,760.51
Avatar,2009,162 min,Adventure,7.9,760.51
Avatar,2009,162 min,Fantasy,7.9,760.51
Puss in Boots: The Last Wish,2022,102 min,Animation,7.9,168.46
Puss in Boots: The Last Wish,2022,102 min,Adventure,7.9,168.46
Puss in Boots: The Last Wish,2022,102 min,Comedy,7.9,168.46
Arrival,2016,116 min,Drama,7.9,100.55
Arrival,2016,116 min,Mystery,7.9,100.55
Arrival,2016,116 min,Sci-Fi,7.9,100.55
Fantastic Mr. Fox,2009,87 min,Animation,7.9,21
Fantastic Mr. Fox,2009,87 min,Adventure,7.9,21
Fantastic Mr. Fox,2009,87 min,Comedy,7.9,21
Iron Man,2008,126 min,Action,7.9,318.41
Iron Man,2008,126 min,Adventure,7.9,318.41
Iron Man,2008,126 min,Sci-Fi,7.9,318.41
Knives Out,2019,130 min,Comedy,7.9,165.36
Knives Out,2019,130 min,Crime,7.9,165.36
Knives Out,2019,130 min,Drama,7.9,165.36
Edge of Tomorrow,2014,113 min,Action,7.9,100.21
Edge of Tomorrow,2014,113 min,Adventure,7.9,100.21
Edge of Tomorrow,2014,113 min,Sci-Fi,7.9,100.21
The Perks of Being a Wallflower,2012,103 min,Drama,7.9,17.74
Mulholland Drive,2001,147 min,Drama,7.9,7.22
Mulholland Drive,2001,147 min,Mystery,7.9,7.22
Mulholland Drive,2001,147 min,Thriller,7.9,7.22
True Romance,1993,119 min,Crime,7.9,12.28
True Romance,1993,119 min,Drama,7.9,12.28
True Romance,1993,119 min,Romance,7.9,12.28
X-Men: Days of Future Past,2014,132 min,Action,7.9,233.92
X-Men: Days of Future Past,2014,132 min,Adventure,7.9,233.92
X-Men: Days of Future Past,2014,132 min,Sci-Fi,7.9,233.92
Harry Potter and the Prisoner of Azkaban,2004,142 min,Adventure,7.9,249.36
Harry Potter and the Prisoner of Azkaban,2004,142 min,Family,7.9,249.36
Harry Potter and the Prisoner of Azkaban,2004,142 min,Fantasy,7.9,249.36
Star Trek,2009,127 min,Action,7.9,257.73
Star Trek,2009,127 min,Adventure,7.9,257.73
Star Trek,2009,127 min,Sci-Fi,7.9,257.73
Boogie Nights,1997,155 min,Drama,7.9,26.4
Almost Famous,2000,122 min,Adventure,7.9,32.53
Almost Famous,2000,122 min,Comedy,7.9,32.53
Almost Famous,2000,122 min,Drama,7.9,32.53
Thor: Ragnarok,2017,130 min,Action,7.9,315.06
Thor: Ragnarok,2017,130 min,Adventure,7.9,315.06
Thor: Ragnarok,2017,130 min,Comedy,7.9,315.06
Bohemian Rhapsody,2018,134 min,Biography,7.9,216.43
Bohemian Rhapsody,2018,134 min,Drama,7.9,216.43
Bohemian Rhapsody,2018,134 min,Music,7.9,216.43
E.T. the Extra-Terrestrial,1982,115 min,Adventure,7.9,435.11
E.T. the Extra-Terrestrial,1982,115 min,Family,7.9,435.11
E.T. the Extra-Terrestrial,1982,115 min,Sci-Fi,7.9,435.11
Shaun of the Dead,2004,99 min,Comedy,7.9,13.54
Shaun of the Dead,2004,99 min,Horror,7.9,13.54
Jojo Rabbit,2019,108 min,Comedy,7.9,33.37
Jojo Rabbit,2019,108 min,Drama,7.9,33.37
Jojo Rabbit,2019,108 min,War,7.9,33.37
Shrek,2001,90 min,Animation,7.9,267.67
Shrek,2001,90 min,Adventure,7.9,267.67
Shrek,2001,90 min,Comedy,7.9,267.67
In Bruges,2008,107 min,Comedy,7.9,7.76
In Bruges,2008,107 min,Crime,7.9,7.76
In Bruges,2008,107 min,Drama,7.9,7.76
Children of Men,2006,109 min,Action,7.9,35.55
Children of Men,2006,109 min,Drama,7.9,35.55
Children of Men,2006,109 min,Sci-Fi,7.9,35.55
The Blues Brothers,1980,133 min,Action,7.9,57.23
The Blues Brothers,1980,133 min,Adventure,7.9,57.23
The Blues Brothers,1980,133 min,Comedy,7.9,57.23
Dallas Buyers Club,2013,117 min,Biography,7.9,27.3
Dallas Buyers Club,2013,117 min,Drama,7.9,27.3
Mystic River,2003,138 min,Crime,7.9,90.14
Mystic River,2003,138 min,Drama,7.9,90.14
Mystic River,2003,138 min,Mystery,7.9,90.14
The Bourne Identity,2002,119 min,Action,7.9,121.66
The Bourne Identity,2002,119 min,Mystery,7.9,121.66
The Bourne Identity,2002,119 min,Thriller,7.9,121.66
Edward Scissorhands,1990,105 min,Drama,7.9,56.36
Edward Scissorhands,1990,105 min,Fantasy,7.9,56.36
Edward Scissorhands,1990,105 min,Romance,7.9,56.36
District 9,2009,112 min,Action,7.9,115.65
District 9,2009,112 min,Sci-Fi,7.9,115.65
District 9,2009,112 min,Thriller,7.9,115.65
Life of Pi,2012,127 min,Adventure,7.9,124.99
Life of Pi,2012,127 min,Drama,7.9,124.99
Life of Pi,2012,127 min,Fantasy,7.9,124.99
Wonder,2017,113 min,Drama,7.9,132.42
Wonder,2017,113 min,Family,7.9,132.42
Marriage Story,2019,137 min,Drama,7.9,2
Marriage Story,2019,137 min,Romance,7.9,2
All the President's Men,1976,138 min,Drama,7.9,70.6
All the President's Men,1976,138 min,History,7.9,70.6
All the President's Men,1976,138 min,Thriller,7.9,70.6
Toy Story 2,1999,92 min,Animation,7.9,245.85
Toy Story 2,1999,92 min,Adventure,7.9,245.85
Toy Story 2,1999,92 min,Comedy,7.9,245.85
Sullivan's Travels,1941,90 min,Adventure,7.9,0
Sullivan's Travels,1941,90 min,Comedy,7.9,0
Sullivan's Travels,1941,90 min,Drama,7.9,0
Boyhood,2014,165 min,Drama,7.9,25.38
The Nightmare Before Christmas,1993,76 min,Animation,7.9,75.08
The Nightmare Before Christmas,1993,76 min,Family,7.9,75.08
The Nightmare Before Christmas,1993,76 min,Fantasy,7.9,75.08
Bound by Honor,1993,180 min,Crime,7.9,4.5
Bound by Honor,1993,180 min,Drama,7.9,4.5
This Is Spinal Tap,1984,82 min,Comedy,7.9,4.74
This Is Spinal Tap,1984,82 min,Music,7.9,4.74
Spartacus,1960,197 min,Adventure,7.9,30
Spartacus,1960,197 min,Biography,7.9,30
Spartacus,1960,197 min,Drama,7.9,30
The Searchers,1956,119 min,Adventure,7.9,0
The Searchers,1956,119 min,Drama,7.9,0
The Searchers,1956,119 min,Western,7.9,0
Brazil,1985,132 min,Drama,7.9,9.93
Brazil,1985,132 min,Sci-Fi,7.9,9.93
The Man from Earth,2007,87 min,Drama,7.9,0
The Man from Earth,2007,87 min,Fantasy,7.9,0
The Man from Earth,2007,87 min,Mystery,7.9,0
Before Midnight,2013,109 min,Drama,7.9,8.11
Before Midnight,2013,109 min,Romance,7.9,8.11
The Ten Commandments,1956,220 min,Adventure,7.9,93.74
The Ten Commandments,1956,220 min,Drama,7.9,93.74
The Ten Commandments,1956,220 min,Family,7.9,93.74
Carlito's Way,1993,144 min,Crime,7.9,36.95
Carlito's Way,1993,144 min,Drama,7.9,36.95
Carlito's Way,1993,144 min,Thriller,7.9,36.95
A Fistful of Dollars,1964,99 min,Action,7.9,14.5
A Fistful of Dollars,1964,99 min,Drama,7.9,14.5
A Fistful of Dollars,1964,99 min,Western,7.9,14.5
Ghost in the Shell,1995,83 min,Animation,7.9,0.52
Ghost in the Shell,1995,83 min,Action,7.9,0.52
Ghost in the Shell,1995,83 min,Crime,7.9,0.52
"Crouching Tiger, Hidden Dragon",2000,120 min,Action,7.9,128.08
"Crouching Tiger, Hidden Dragon",2000,120 min,Adventure,7.9,128.08
"Crouching Tiger, Hidden Dragon",2000,120 min,Drama,7.9,128.08
Nosferatu,1922,94 min,Fantasy,7.9,0
Nosferatu,1922,94 min,Horror,7.9,0
In the Heat of the Night,1967,110 min,Drama,7.9,24.38
In the Heat of the Night,1967,110 min,Mystery,7.9,24.38
In the Heat of the Night,1967,110 min,Thriller,7.9,24.38
Let the Right One In,2008,114 min,Drama,7.9,2.12
Let the Right One In,2008,114 min,Fantasy,7.9,2.12
Let the Right One In,2008,114 min,Horror,7.9,2.12
The Lion in Winter,1968,134 min,Biography,7.9,22.28
The Lion in Winter,1968,134 min,Drama,7.9,22.28
The Lion in Winter,1968,134 min,History,7.9,22.28
The Wrestler,2008,109 min,Drama,7.9,26.24
The Wrestler,2008,109 min,Sport,7.9,26.24
The Wrestler,2008,109 min,Thriller,7.9,26.24
The Wild Bunch,1969,135 min,Action,7.9,12.06
The Wild Bunch,1969,135 min,Adventure,7.9,12.06
The Wild Bunch,1969,135 min,Drama,7.9,12.06
The Raid 2,2014,150 min,Action,7.9,2.63
The Raid 2,2014,150 min,Crime,7.9,2.63
The Raid 2,2014,150 min,Thriller,7.9,2.63
A Streetcar Named Desire,1951,122 min,Drama,7.9,8
Once Were Warriors,1994,102 min,Crime,7.9,2.2
Once Were Warriors,1994,102 min,Drama,7.9,2.2
Doctor Zhivago,1965,197 min,Drama,7.9,111.72
Doctor Zhivago,1965,197 min,Romance,7.9,111.72
Doctor Zhivago,1965,197 min,War,7.9,111.72
Notorious,1946,102 min,Drama,7.9,10.46
Notorious,1946,102 min,Film-Noir,7.9,10.46
Notorious,1946,102 min,Romance,7.9,10.46
About Elly,2009,119 min,Drama,7.9,0.11
About Elly,2009,119 min,Mystery,7.9,0.11
Charade,1963,113 min,Comedy,7.9,13.47
Charade,1963,113 min,Mystery,7.9,13.47
Charade,1963,113 min,Romance,7.9,13.47
The Manchurian Candidate,1962,126 min,Drama,7.9,0
The Manchurian Candidate,1962,126 min,Thriller,7.9,0
The Artist,2011,100 min,Comedy,7.9,44.67
The Artist,2011,100 min,Drama,7.9,44.67
The Artist,2011,100 min,Romance,7.9,44.67
Hero,2002,120 min,Action,7.9,53.71
Hero,2002,120 min,Adventure,7.9,53.71
Hero,2002,120 min,Drama,7.9,53.71
Sing Street,2016,106 min,Comedy,7.9,3.24
Sing Street,2016,106 min,Drama,7.9,3.24
Sing Street,2016,106 min,Music,7.9,3.24
Harold and Maude,1971,91 min,Comedy,7.9,0
Harold and Maude,1971,91 min,Drama,7.9,0
Harold and Maude,1971,91 min,Romance,7.9,0
Shoplifters,2018,121 min,Crime,7.9,3.31
Shoplifters,2018,121 min,Drama,7.9,3.31
Shoplifters,2018,121 min,Thriller,7.9,3.31
Dancer in the Dark,2000,140 min,Crime,7.9,4.18
Dancer in the Dark,2000,140 min,Drama,7.9,4.18
Dancer in the Dark,2000,140 min,Musical,7.9,4.18
Togo,2019,113 min,Adventure,7.9,0
Togo,2019,113 min,Biography,7.9,0
Togo,2019,113 min,Drama,7.9,0
Rope,1948,80 min,Crime,7.9,0
Rope,1948,80 min,Drama,7.9,0
Rope,1948,80 min,Mystery,7.9,0
A Christmas Story,1983,93 min,Comedy,7.9,20.61
A Christmas Story,1983,93 min,Family,7.9,20.61
King Kong,1933,100 min,Adventure,7.9,10
King Kong,1933,100 min,Horror,7.9,10
King Kong,1933,100 min,Sci-Fi,7.9,10
The Killing,1956,84 min,Crime,7.9,0
The Killing,1956,84 min,Drama,7.9,0
The Killing,1956,84 min,Film-Noir,7.9,0
Strangers on a Train,1951,101 min,Crime,7.9,7.63
Strangers on a Train,1951,101 min,Drama,7.9,7.63
Strangers on a Train,1951,101 min,Film-Noir,7.9,7.63
The Big Sleep,1946,114 min,Crime,7.9,6.54
The Big Sleep,1946,114 min,Film-Noir,7.9,6.54
The Big Sleep,1946,114 min,Mystery,7.9,6.54
Patton,1970,172 min,Biography,7.9,61.7
Patton,1970,172 min,Drama,7.9,61.7
Patton,1970,172 min,War,7.9,61.7
Short Term 12,2013,96 min,Drama,7.9,1.01
The Philadelphia Story,1940,112 min,Comedy,7.9,0
The Philadelphia Story,1940,112 min,Romance,7.9,0
In a Lonely Place,1950,94 min,Drama,7.9,0
In a Lonely Place,1950,94 min,Film-Noir,7.9,0
In a Lonely Place,1950,94 min,Mystery,7.9,0
Three Colors: Blue,1993,94 min,Drama,7.9,1.32
Three Colors: Blue,1993,94 min,Music,7.9,1.32
Three Colors: Blue,1993,94 min,Mystery,7.9,1.32
Cat on a Hot Tin Roof,1958,108 min,Drama,7.9,17.57
The Adventures of Robin Hood,1938,102 min,Action,7.9,3.98
The Adventures of Robin Hood,1938,102 min,Adventure,7.9,3.98
The Adventures of Robin Hood,1938,102 min,Romance,7.9,3.98
Arsenic and Old Lace,1944,118 min,Comedy,7.9,0
Arsenic and Old Lace,1944,118 min,Crime,7.9,0
Arsenic and Old Lace,1944,118 min,Thriller,7.9,0
Talk to Her,2002,112 min,Drama,7.9,9.36
Talk to Her,2002,112 min,Mystery,7.9,9.36
Talk to Her,2002,112 min,Romance,7.9,9.36
Laura,1944,88 min,Drama,7.9,4.36
Laura,1944,88 min,Film-Noir,7.9,4.36
Laura,1944,88 min,Mystery,7.9,4.36
The Conformist,1970,113 min,Drama,7.9,0.54
Amour,2012,127 min,Drama,7.9,6.74
Head-On,2004,121 min,Drama,7.9,0
Head-On,2004,121 min,Romance,7.9,0
The Way He Looks,2014,96 min,Drama,7.9,0.1
The Way He Looks,2014,96 min,Romance,7.9,0.1
Mildred Pierce,1945,111 min,Crime,7.9,0
Mildred Pierce,1945,111 min,Drama,7.9,0
Mildred Pierce,1945,111 min,Film-Noir,7.9,0
A Taxi Driver,2017,137 min,Action,7.9,1.53
A Taxi Driver,2017,137 min,Drama,7.9,1.53
A Taxi Driver,2017,137 min,History,7.9,1.53
In Cold Blood,1967,134 min,Biography,7.9,0
In Cold Blood,1967,134 min,Crime,7.9,0
In Cold Blood,1967,134 min,Drama,7.9,0
My Name Is Khan,2010,165 min,Adventure,7.9,4.02
My Name Is Khan,2010,165 min,Drama,7.9,4.02
My Name Is Khan,2010,165 min,Romance,7.9,4.02
3-Iron,2004,88 min,Crime,7.9,0.24
3-Iron,2004,88 min,Drama,7.9,0.24
3-Iron,2004,88 min,Romance,7.9,0.24
The Sacrifice,1986,149 min,Drama,7.9,0.3
Kal Ho Naa Ho,2003,186 min,Comedy,7.9,1.79
Kal Ho Naa Ho,2003,186 min,Drama,7.9,1.79
Kal Ho Naa Ho,2003,186 min,Musical,7.9,1.79
Harvey,1950,104 min,Comedy,7.9,0
Harvey,1950,104 min,Drama,7.9,0
Harvey,1950,104 min,Fantasy,7.9,0
The Thin Man,1934,91 min,Comedy,7.9,0
The Thin Man,1934,91 min,Crime,7.9,0
The Thin Man,1934,91 min,Mystery,7.9,0
Kagemusha,1980,162 min,Drama,7.9,0
Kagemusha,1980,162 min,History,7.9,0
Kagemusha,1980,162 min,War,7.9,0
I Remember,1973,123 min,Comedy,7.9,0.58
I Remember,1973,123 min,Drama,7.9,0.58
Gully Boy,2019,154 min,Drama,7.9,5.57
Gully Boy,2019,154 min,Music,7.9,5.57
Gully Boy,2019,154 min,Romance,7.9,5.57
The Lost Weekend,1945,101 min,Drama,7.9,9.46
The Lost Weekend,1945,101 min,Film-Noir,7.9,9.46
C.R.A.Z.Y.,2005,129 min,Comedy,7.9,0
C.R.A.Z.Y.,2005,129 min,Drama,7.9,0
Elevator to the Gallows,1958,91 min,Crime,7.9,0.11
Elevator to the Gallows,1958,91 min,Drama,7.9,0.11
Elevator to the Gallows,1958,91 min,Thriller,7.9,0.11
Super 30,2019,154 min,Biography,7.9,2.27
Super 30,2019,154 min,Drama,7.9,2.27
Miracle on 34th Street,1947,96 min,Comedy,7.9,2.65
Miracle on 34th Street,1947,96 min,Drama,7.9,2.65
Miracle on 34th Street,1947,96 min,Family,7.9,2.65
Hiroshima Mon Amour,1959,90 min,Drama,7.9,0.09
Hiroshima Mon Amour,1959,90 min,Romance,7.9,0.09
The Big Heat,1953,89 min,Crime,7.9,0
The Big Heat,1953,89 min,Film-Noir,7.9,0
The Big Heat,1953,89 min,Thriller,7.9,0
"4 Months, 3 Weeks and 2 Days",2007,113 min,Drama,7.9,1.19
Jab We Met,2007,138 min,Comedy,7.9,0.41
Jab We Met,2007,138 min,Drama,7.9,0.41
Jab We Met,2007,138 min,Romance,7.9,0.41
Nine Queens,2000,114 min,Crime,7.9,1.22
Nine Queens,2000,114 min,Drama,7.9,1.22
Nine Queens,2000,114 min,Thriller,7.9,1.22
Beauty and the Beast,1946,93 min,Drama,7.9,0.3
Beauty and the Beast,1946,93 min,Fantasy,7.9,0.3
Beauty and the Beast,1946,93 min,Romance,7.9,0.3
Battleship Potemkin,1925,66 min,Drama,7.9,0.05
Battleship Potemkin,1925,66 min,History,7.9,0.05
Battleship Potemkin,1925,66 min,Thriller,7.9,0.05
The Red Circle,1970,140 min,Crime,7.9,0.37
The Red Circle,1970,140 min,Drama,7.9,0.37
The Red Circle,1970,140 min,Thriller,7.9,0.37
Dev.D,2009,144 min,Comedy,7.9,0.01
Dev.D,2009,144 min,Drama,7.9,0.01
Dev.D,2009,144 min,Romance,7.9,0.01
The Rules of the Game,1939,110 min,Comedy,7.9,0
The Rules of the Game,1939,110 min,Drama,7.9,0
No Man's Land,2001,98 min,Comedy,7.9,1.06
No Man's Land,2001,98 min,Drama,7.9,1.06
No Man's Land,2001,98 min,War,7.9,1.06
The Return,2003,110 min,Drama,7.9,0.5
Through a Glass Darkly,1961,90 min,Drama,7.9,0
Pad Man,2018,140 min,Comedy,7.9,1.66
Pad Man,2018,140 min,Drama,7.9,1.66
Badhaai Ho,2018,124 min,Comedy,7.9,0
Badhaai Ho,2018,124 min,Drama,7.9,0
Baby,2015,159 min,Action,7.9,0
Baby,2015,159 min,Crime,7.9,0
Baby,2015,159 min,Thriller,7.9,0
Airlift,2016,130 min,Action,7.9,0
Airlift,2016,130 min,Drama,7.9,0
Airlift,2016,130 min,History,7.9,0
The Batman,2022,176 min,Action,7.8,369.35
The Batman,2022,176 min,Crime,7.8,369.35
The Batman,2022,176 min,Drama,7.8,369.35
Everything Everywhere All at Once,2022,139 min,Action,7.8,72.86
Everything Everywhere All at Once,2022,139 min,Adventure,7.8,72.86
Everything Everywhere All at Once,2022,139 min,Comedy,7.8,72.86
A Bronx Tale,1993,121 min,Crime,7.8,17.27
A Bronx Tale,1993,121 min,Drama,7.8,17.27
The Breakfast Club,1985,97 min,Comedy,7.8,45.88
The Breakfast Club,1985,97 min,Drama,7.8,45.88
Tombstone,1993,130 min,Biography,7.8,56.51
Tombstone,1993,130 min,Drama,7.8,56.51
Tombstone,1993,130 min,History,7.8,56.51
Moonrise Kingdom,2012,94 min,Comedy,7.8,45.51
Moonrise Kingdom,2012,94 min,Drama,7.8,45.51
Moonrise Kingdom,2012,94 min,Family,7.8,45.51
The Big Short,2015,130 min,Biography,7.8,70.26
The Big Short,2015,130 min,Comedy,7.8,70.26
The Big Short,2015,130 min,Drama,7.8,70.26
The Gentlemen,2019,113 min,Action,7.8,36.47
The Gentlemen,2019,113 min,Comedy,7.8,36.47
The Gentlemen,2019,113 min,Crime,7.8,36.47
Drive,2011,100 min,Action,7.8,35.06
Drive,2011,100 min,Drama,7.8,35.06
Hot Fuzz,2007,121 min,Action,7.8,23.64
Hot Fuzz,2007,121 min,Comedy,7.8,23.64
Hot Fuzz,2007,121 min,Mystery,7.8,23.64
Call Me by Your Name,2017,132 min,Drama,7.8,18.1
Call Me by Your Name,2017,132 min,Romance,7.8,18.1
The Notebook,2004,123 min,Drama,7.8,81
The Notebook,2004,123 min,Romance,7.8,81
Get Out,2017,104 min,Horror,7.8,176.04
Get Out,2017,104 min,Mystery,7.8,176.04
Get Out,2017,104 min,Thriller,7.8,176.04
All Quiet on the Western Front,2022,148 min,Action,7.8,0
All Quiet on the Western Front,2022,148 min,Drama,7.8,0
All Quiet on the Western Front,2022,148 min,War,7.8,0
Dunkirk,2017,106 min,Action,7.8,188.37
Dunkirk,2017,106 min,Drama,7.8,188.37
Dunkirk,2017,106 min,History,7.8,188.37
Pride & Prejudice,2005,129 min,Drama,7.8,38.41
Pride & Prejudice,2005,129 min,Romance,7.8,38.41
The Hateful Eight,2015,168 min,Crime,7.8,54.12
The Hateful Eight,2015,168 min,Drama,7.8,54.12
The Hateful Eight,2015,168 min,Mystery,7.8,54.12
RRR,2022,187 min,Action,7.8,14.5
RRR,2022,187 min,Drama,7.8,14.5
Ghostbusters,1984,105 min,Action,7.8,238.63
Ghostbusters,1984,105 min,Comedy,7.8,238.63
Ghostbusters,1984,105 min,Fantasy,7.8,238.63
Hidden Figures,2016,127 min,Biography,7.8,169.61
Hidden Figures,2016,127 min,Drama,7.8,169.61
Hidden Figures,2016,127 min,History,7.8,169.61
About Time,2013,123 min,Comedy,7.8,15.32
About Time,2013,123 min,Drama,7.8,15.32
About Time,2013,123 min,Fantasy,7.8,15.32
Predator,1987,107 min,Action,7.8,59.74
Predator,1987,107 min,Adventure,7.8,59.74
Predator,1987,107 min,Horror,7.8,59.74
The Irishman,2019,209 min,Biography,7.8,7
The Irishman,2019,209 min,Crime,7.8,7
The Irishman,2019,209 min,Drama,7.8,7
The Social Network,2010,120 min,Biography,7.8,96.96
The Social Network,2010,120 min,Drama,7.8,96.96
Little Women,2019,135 min,Drama,7.8,108.1
Little Women,2019,135 min,Romance,7.8,108.1
Ferris Bueller's Day Off,1986,103 min,Comedy,7.8,70.14
Rogue One: A Star Wars Story,2016,133 min,Action,7.8,532.18
Rogue One: A Star Wars Story,2016,133 min,Adventure,7.8,532.18
Rogue One: A Star Wars Story,2016,133 min,Sci-Fi,7.8,532.18
The Curious Case of Benjamin Button,2008,166 min,Drama,7.8,127.51
The Curious Case of Benjamin Button,2008,166 min,Fantasy,7.8,127.51
The Curious Case of Benjamin Button,2008,166 min,Romance,7.8,127.51
Isle of Dogs,2018,101 min,Animation,7.8,32.02
Isle of Dogs,2018,101 min,Adventure,7.8,32.02
Isle of Dogs,2018,101 min,Comedy,7.8,32.02
Apocalypto,2006,139 min,Action,7.8,50.87
Apocalypto,2006,139 min,Adventure,7.8,50.87
Apocalypto,2006,139 min,Drama,7.8,50.87
Atonement,2007,123 min,Drama,7.8,50.93
Atonement,2007,123 min,Mystery,7.8,50.93
Atonement,2007,123 min,Romance,7.8,50.93
The Sandlot,1993,101 min,Comedy,7.8,32.42
The Sandlot,1993,101 min,Drama,7.8,32.42
The Sandlot,1993,101 min,Family,7.8,32.42
The Hobbit: An Unexpected Journey,2012,169 min,Adventure,7.8,303
The Hobbit: An Unexpected Journey,2012,169 min,Fantasy,7.8,303
American Gangster,2007,157 min,Biography,7.8,130.16
American Gangster,2007,157 min,Crime,7.8,130.16
American Gangster,2007,157 min,Drama,7.8,130.16
Nightcrawler,2014,117 min,Crime,7.8,32.38
Nightcrawler,2014,117 min,Drama,7.8,32.38
Nightcrawler,2014,117 min,Thriller,7.8,32.38
The Last Samurai,2003,154 min,Action,7.8,111.11
The Last Samurai,2003,154 min,Drama,7.8,111.11
Captain America: Civil War,2016,147 min,Action,7.8,408.08
Captain America: Civil War,2016,147 min,Sci-Fi,7.8,408.08
The Girl with the Dragon Tattoo,2011,158 min,Crime,7.8,102.52
The Girl with the Dragon Tattoo,2011,158 min,Drama,7.8,102.52
The Girl with the Dragon Tattoo,2011,158 min,Mystery,7.8,102.52
Star Wars: Episode VII - The Force Awakens,2015,138 min,Action,7.8,936.66
Star Wars: Episode VII - The Force Awakens,2015,138 min,Adventure,7.8,936.66
Star Wars: Episode VII - The Force Awakens,2015,138 min,Sci-Fi,7.8,936.66
Little Miss Sunshine,2006,101 min,Comedy,7.8,59.89
Little Miss Sunshine,2006,101 min,Drama,7.8,59.89
Back to the Future Part II,1989,108 min,Adventure,7.8,118.5
Back to the Future Part II,1989,108 min,Comedy,7.8,118.5
Back to the Future Part II,1989,108 min,Sci-Fi,7.8,118.5
The Worst Person in the World,2021,128 min,Comedy,7.8,0
The Worst Person in the World,2021,128 min,Drama,7.8,0
The Worst Person in the World,2021,128 min,Romance,7.8,0
Captain Fantastic,2016,118 min,Comedy,7.8,5.88
Captain Fantastic,2016,118 min,Drama,7.8,5.88
Thirteen Lives,2022,147 min,Action,7.8,0
Thirteen Lives,2022,147 min,Adventure,7.8,0
Thirteen Lives,2022,147 min,Biography,7.8,0
Captain America: The Winter Soldier,2014,136 min,Action,7.8,259.77
Captain America: The Winter Soldier,2014,136 min,Adventure,7.8,259.77
Captain America: The Winter Soldier,2014,136 min,Sci-Fi,7.8,259.77
Captain Phillips,2013,134 min,Action,7.8,107.1
Captain Phillips,2013,134 min,Biography,7.8,107.1
Captain Phillips,2013,134 min,Crime,7.8,107.1
Remember the Titans,2000,113 min,Biography,7.8,115.65
Remember the Titans,2000,113 min,Drama,7.8,115.65
Remember the Titans,2000,113 min,Sport,7.8,115.65
